Student_Code,Student_ID,Student_Name,Email,MSTE_AVE,HPGE_AVE,PSAD_AVE,GWA,COMPREHENSION_INDEX,Graduated_with_Latin,Age,Gender,Father_Monthly_Income,Father_Educational_Attainment,Mother_Monthly_Income,Mother_Educational_Attainment,Location,Exam_year,Months_prep,Year_Level
9-20-41,2021104162,"DELA CRUZ, JASMINE SANTOS",jasmine.delacruz49@outlook.com,1.5,1.54,1.86,1.5,2.61,YES,23,0,Low Income,College Graduate,Low Income,College Graduate,Outside City,2020,6,4th Year
9-20-42,2020105827,"LOPEZ, CARLO ORCALES",carlo_lopez@icloud.com,2.61,1.81,1.82,2.02,2.21,NO,23,M,middle income,College Graduate,middle income,N/A,Within City,2020,12,5th Year
9-20-43,2019101285,"LIM, ELIEZER RETERACION",eliezer.lim48@yahoo.com,2.6,2.04,2.66,2.32,2.43,NO,29,M,high income,College level,MIDDLE INCOME,N/A,Within City,2020,12,5th Year
9-20-44,2015105354,"CASANE, MARK VEGA",mark_casane47@gmail.com,2.41,1.99,2.06,2.18,1.78,N,24,M,Middle Income,Highschool Level,Low Income,High School Graduate,In City,2020,12,5th Year
9-20-45,2019108221,"TALJA, CARMEN MAGNO",carmentalja@icloud.com,1.67,2.2,2.11,2.04,2.27,NO,31,F,Low Income,Elementary Graduate,Low Income,High School Graduate,Within City,2020,6,4th Year
9-20-46,2019105984,"NAVARRO, ZYRA JEAN RETERACION",zyra.navarro@icloud.com,2.24,1.53,1.88,2.03,2.74,NO,27,F,MIDDLE INCOME,College Graduate,Low income,N/A,Outside City,2020,6,4th Year
9-20-47,2014101841,"ABAD, AARON RAMIREZ",aaron.abad8@yahoo.com,2.54,1.86,1.93,2.2,2.09,NO,25,M,Low Income,N/A,Low Income,High School Graduate,Outside City,2020,12,5th Year
9-20-48,2015100301,"FAJARDO, JENNIFER HIPONA",jenniferfajardo9@outlook.com,1.82,1.58,1.75,1.78,2.08,NO,21,F,Low Income,College Graduate,Low Income,College Graduate,Within City,2020,6,4th Year
9-20-49,2019103787,"PABILLARAN, TANYA BEHAGAN",tanya_pabillaran@outlook.com,2.11,2.25,1.61,1.9,2.2,NO,20,F,Low Income,Highschool Level,Low Income,High School Graduate,Within City,2020,6,4th Year
9-20-50,2018105822,"CANLAS, ANA OGUIMAS",anacanlas92@outlook.com,2.51,2.28,2.6,2.58,1.54,No,28,F,"PHP 50,000",Highschool Level,"PHP 5,000",High School Graduate,Within City,2020,6,4th Year
2-19-01,2021103726,"NATIVIDAD, ANA TADEO",ana_natividad@gmail.com,2.03,1.89,2.26,2.04,2.32,NO,29,F,Low Income,college graduate,Middle Income,Highschool Level,Within City,2019,12,5th Year
2-19-02,2015109254,"GINGONE, KEVIN MORALES",kevin.gingone14@icloud.com,2.17,2.4,1.73,2.2,1.54,NO,25,MALE,Middle Income,HS,Low Income,3,Outside City,2019,6,4th Year
2-19-03,2014102155,"UMALI, MICHAEL JOHN SORIANO",michael_umali33@icloud.com,1.83,2.21,1.79,1.86,1.95,NO,27,M,below 10k,High School Graduate,20000,College level,Within City,2019,12,5th Year
2-19-04,2015102683,"BACONGUIS, RICO REYES",rico.baconguis@gmail.com,2.46,1.52,1.84,1.91,2.74,NO,21,M,Low Income,High School Graduate,High Income,College level,Outside City,2019,12,4th Year
2-19-05,2019106633,"HERNANDEZ, JAMES SALAZAR",jameshernandez@hotmail.com,1.89,2.26,2.43,2.22,2.59,NO,32,M,Low Income,High School Graduate,Low Income,College Graduate,Within City,2019,24,4th Year
2-19-06,2013109137,"CASANE, VERA PESIDAS",vera.casane42@icloud.com,1.86,2.0,1.88,2.01,2.03,NO,29,F,High Income,Coll. Graduate,Middle Income,high school graduate,Outside City,2019,6,5th Year
2-19-07,2014102945,"SALAZAR, FRANCIS BEHAGAN",francis_salazar@hotmail.com,2.06,1.72,2.24,2.07,2.07,NO,24,M,Low Income,CG,Middle Income,-,Within City,2019,6,5th Year
2-19-08,2020105946,"VEGA, EMMANUEL JR SALAZAR",emmanuel.vega@yahoo.com,2.49,2.14,2.69,2.4,2.46,NO,25,MALE,Middle Income,N/A,Middle Income,College Graduate,Within City,2019,24,4th Year
2-19-09,2017105071,"AMARGA, ROSA NANOL",rosa_amarga@icloud.com,2.62,2.7,1.5,2.35,N/A,NO,27,F,Middle Income,none,Low Income,college grad,Within City,2019,6,5th Year
2-19-10,2020107434,"NACASABOG, JASMINE MANALO",jasminenacasabog70@yahoo.com,2.25,1.81,2.18,2.12,2.53,NO,20,F,<10000,Highschool Level,≤9999,N/A,Within City,2019,24,5th Year
2-19-11,2017105424,"RAYPON, ELJOHN REYES",eljohn_raypon@outlook.com,2.74,1.7,1.86,2.15,2.22,NO,28,M,Low Income,College level,Low Income,College Graduate,Within City,2019,12,4th Year
2-19-12,2019101108,"GINGONE, CARLA GUIBONE",carlagingone@gmail.com,2.09,1.65,2.57,2.05,1.76,NO,23,F,Middle Income,College Graduate,Low Income,College level,Within City,2019,12,5th Year
2-19-13,2017106996,"FAJARDO, LIZA NAVARRO",liza_fajardo64@yahoo.com,2.74,1.94,1.66,2.13,2.29,NO,27,F,Middle Income,N/A,Middle Income,Elementary Graduate,Within City,2019,6,4th Year
2-19-14,2020101932,"UMALI, ROGELIO REYES",rogelio.umali18@icloud.com,2.02,1.92,2.2,2.09,N/A,NO,23,M,Middle Income,N/A,Low Income,Highschool Level,Outside City,2019,6,4th Year
2-19-15,2018105592,"MADRIGAL, ROWENA SORIANO",rowenamadrigal@hotmail.com,2.7,2.54,1.74,2.43,2.1,NO,27,F,Middle Income,High School Graduate,Middle Income,College level,Outside City,2019,12,5th Year
2-19-16,2019100917,"MORALES, PATRICIA MORALES",patriciamorales@outlook.com,2.17,1.76,2.36,2.19,1.94,NO,22,F,Low Income,Master's Degree,Low Income,College level,Within City,2019,24,4th Year
2-19-17,2015109751,"PASCUAL, FERDINAND PERALTA",ferdinand_pascual36@outlook.com,2.57,2.39,1.84,2.14,1.96,No,24,M,Low Income,N/A,Low Income,College Graduate,Within City,2019,6,4th Year
2-19-18,2013107907,"TAN, RAMON GARCIA",ramon_tan95@yahoo.com,2.42,2.15,2.47,2.24,2.53,NO,28,M,Middle Income,5,Low Income,3,Within City,2019,6,4th Year
2-19-19,2013109736,"DELA PEÑA, MARIO BERNARDO",mario_delapea@yahoo.com,1.56,2.15,2.32,1.95,1.89,NO,25,M,Low Income,Highschool Graduate,Low Income,College Grad,Within City,2019,12,5th Year
2-19-20,2017101875,"LACSON, ROBERT BAUTISTA",robert.lacson20@hotmail.com,1.63,2.18,2.19,1.93,2.51,NO,22,M,Low Income,Highschool Level,Middle Income,High School Graduate,Within City,2019,6,5th Year
4-23-44,2021103697,"PABILLARAN, ELJOHN REYES",eljohn.pabillaran@icloud.com,1.91,2.09,2.35,2.01,2.72,NO,22,M,Low Income,College Graduate,High Income,High School Graduate,Within City,2023,35,4th Year
2-19-21,2013101735,"NILLAS, MERIAN FLORES",merian.nillas@icloud.com,1.99,2.38,2.61,2.37,2.06,NO,25,F,Low Income,College Graduate,Middle Income,College Graduate,Within City,2019,12,4th Year
2-19-22,2014107672,"PASCUAL, RYAN VEGA",ryan_pascual@gmail.com,2.31,2.46,2.09,2.42,2.62,NO,24,M,High Income,College Graduate,Low Income,College Graduate,Outside City,2019,12,5th Year
2-19-23,2014107787,"SANTIAGO, OSCAR RAMOS",oscarsantiago@gmail.com,2.56,1.85,1.94,2.14,2.01,NO,31,M,10000-30000,College level,below 10k,College Graduate,Outside City,2019,12,Yr. 4
2-19-24,2016103992,"VEGA, JOSHUA JAGUALING",joshua.vega@icloud.com,1.93,2.52,2.24,2.32,2.48,NO,28,m,Middle Income,College Graduate,Low Income,College Graduate,Outside City,2019,6,5th Year
2-19-25,2020105330,"ALPAS, NESTOR MACAS",nestor_alpas6@yahoo.com,2.69,1.59,1.64,2.07,1.97,NO,27,M,Middle Income,N/A,Low Income,N/A,Within City,2019,6,5th Year
2-19-26,2020108704,"UMALI, BIANCA NAVARRO",bianca.umali@hotmail.com,2.06,1.76,2.6,2.08,2.35,NO,26,F,Middle Income,Master's Degree,High Income,College level,Outside City,2019,6,5th Year
2-19-27,2013106049,"LACSON, KIRK JOHN LACSON",kirklacson@outlook.com,2.72,1.64,1.85,1.93,2.24,0,31,M,Low Income,High School Graduate,Low Income,College Graduate,Outside City,2019,6,4th Year
2-19-28,2019105902,"AQUINO, RIKKA MELISSE RAMIREZ",rikkaaquino23@hotmail.com,2.34,1.67,1.59,1.72,2.11,YES,22,F,≤9999,High School Graduate,20000,High School Graduate,Outside City,2019,24,4th Year
2-19-29,2021109044,"MANALO, BIANCA MERCADAL",bianca_manalo@gmail.com,1.73,2.26,2.22,2.17,2.13,NO,26,F,High Income,NA,Middle Income,not applicable,Outside City,2019,24,5th Year
2-19-30,2020101311,"FAJARDO, PATRICK PAREDES",patrickfajardo77@yahoo.com,2.73,2.47,2.08,2.3,1.61,NO,27,M,Middle Income,college graduate,Middle Income,COLLEGE GRADUATE,Outside City,2019,24,5th Year
2-19-31,2018108765,"BERNARDO, JOSHUA BAUTISTA",joshua.bernardo48@yahoo.com,2.63,2.22,1.91,2.21,1.87,NO,22,M,Low Income,,High Income,5,Outside City,2019,6,4th Year
2-19-32,2015109385,"BAUTISTA, GEORGE JAVIER",george.bautista27@gmail.com,2.42,1.53,2.11,1.91,N/A,NO,24,MALE,Low Income,College Graduate,Low Income,N/A,Within City,2019,24,4
2-19-33,2015107317,"ALPAS, MARICRIS ASAS",maricrisalpas@gmail.com,2.48,1.8,1.73,2.01,N/A,NO,21,F,High Income,College Graduate,Middle Income,College Graduate,Outside City,2019,12,5th Year
3-24-04,2014107855,"DELA CRUZ, PAOLO JAGUALING",paolo.delacruz@gmail.com,2.5,1.54,1.53,1.79,1.93,0,22,M,Middle Income,College Graduate,Low Income,N/A,Outside City,2024,18,4th Year
2-19-34,2020102740,"DIZON, MARK ANTHONY BAGAYNA",mark_dizon53@yahoo.com,2.3,2.44,1.64,2.03,1.88,NO,31,m,High Income,N/A,High Income,College Graduate,Outside City,2019,12,4th Year
2-19-35,2021107122,"DELA CRUZ, GERALD VEDRA",geralddelacruz@yahoo.com,2.35,2.7,2.35,2.33,2.3,NO,26,M,Middle Income,Elementary Graduate,Middle Income,Elementary Graduate,Within City,2019,12,5th Year
2-19-36,2019107554,"QUINTO, PATRICK SUAREZ",patrick.quinto64@gmail.com,1.74,1.92,2.36,1.91,2.34,NO,20,M,Low Income,College Graduate,Low Income,High School Graduate,Outside City,2019,12,4th Year
2-19-37,2013101506,"GARCIA, JAMES MANALO",james_garcia13@hotmail.com,2.3,2.39,1.65,2.22,2.32,NO,30,M,Middle Income,5,High Income,5,Outside City,2019,12,5th Year
2-19-38,2014107429,"MAGNO, CARMEN JIMENEZ",carmen.magno@yahoo.com,2.63,2.46,1.9,2.23,N/A,NO,32,F,Low Income,Master's Degree,Low Income,Elementary Graduate,Outside City,2019,6,5th Year
2-19-39,2020103287,"ANGELES, MARY ROSE EBABACOL",mary_angeles90@icloud.com,1.68,2.46,1.77,2.01,2.39,NO,21,F,Low Income,College Graduate,Low Income,College Graduate,Within City,2019,12,4th Year
2-19-40,2013100619,"ABANIL, NINA JIMENEZ",nina_abanil86@icloud.com,1.91,1.99,1.5,1.86,2.1,NO,31,F,Middle Income,High School Graduate,Middle Income,N/A,outside,2019,6,4th Year
